Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration
21,4918,2413,3863,5718,2737,3656,23305,2197,714,860,2168,768,954,7661,1500,309,696,666,577,462,566,90,78,246,165,43,1495,460,1,0.387,1167,51.9,50175,95
22,4030,1998,3145,4790,2170,3091,19224,1975,640,794,1955,679,805,6848,1255,255,570,555,448,441,515,76,48,225,136,38,1304,427,1,0.411,1134,51.9,56496,95
23,3157,1595,2616,3860,1803,2483,15514,1661,510,674,1770,583,745,5943,929,193,478,456,372,367,363,60,48,185,119,30,1090,354,1,0.44,1046,51.9,62054,95
24,2454,1316,2106,3100,1370,1971,12317,1343,437,593,1618,526,699,5216,709,191,377,362,290,267,283,64,39,121,87,21,935,294,1,0.478,951,51.9,67012,95
25,1916,1035,1587,2358,1092,1571,9559,1060,394,573,1417,479,601,4524,571,120,270,307,235,185,223,34,24,132,71,24,793,252,1,0.496,810,51.9,71341,95
1,8799,4180,6906,10255,4673,6513,41326,0,1,1,1,0,0,3,2677,564,1215,1241,958,882,1110,186,112,493,291,79,0,0,0,0,2,0,3,96
2,8653,4294,6757,10426,4653,6583,41366,0,0,0,1,0,0,1,2561,556,1171,1250,1021,840,998,152,128,527,312,95,0,0,0,0,1,1.4,3,96
3,8760,4206,6884,10367,4757,6582,41556,0,0,0,0,0,0,0,2674,523,1247,1254,1001,871,1063,163,101,506,289,85,0,0,0,0,0,1.4,3,96
4,8658,4266,6883,10466,4633,6662,41568,0,0,0,0,0,0,0,2656,557,1268,1291,1015,881,1082,176,147,507,300,100,0,0,0,0,0,1.4,3,96
5,8680,4224,6827,10349,4731,6537,41348,0,0,0,0,0,0,0,2576,542,1250,1241,984,842,1015,168,131,491,279,87,0,0,0,0,0,1.4,3,96
6,8758,4243,6966,10494,4688,6619,41768,0,0,0,0,0,0,0,2590,548,1365,1300,1040,852,1018,160,143,524,312,79,0,0,0,0,0,1.4,3,96
7,8807,4209,6787,10451,4707,6715,41676,0,0,0,0,0,0,0,2607,538,1226,1227,1030,849,1044,153,114,470,318,88,0,0,0,0,0,1.4,3,96
