Year,AdultMale,YearlingMale,FawnMale,AdultFemale,YearlingFemale,FawnFemale,TotalPreHarvestPop,AdultMaleCWD,YearlingMaleCWD,FawnMaleCWD,AdultFemaleCWD,YearlingFemaleCWD,FawnFemaleCWD,TotalCWD,AdultMaleHarvest,YearlingMaleHarvest,FawnMaleHarvest,AdultFemaleHarvest,YearlingFemaleHarvest,FawnFemaleHarvest,AdultMaleTested,YearlingMaleTested,FawnMaleTested,AdultFemaleTested,YearlingFemaleTested,FawnFemaleTested,CWDhuntedDeer,CWDtestedDeer,DetProb,ObsPrev,CWDArea,MaxDistSpark,cum-trans,iteration
22,2885,1543,2404,3503,1688,2277,14300,1918,693,960,2506,832,1064,7973,896,236,430,417,379,298,376,68,39,158,108,23,1535,489,1,0.633,1136,39.6,68155,50
23,2004,1065,1588,2347,1111,1601,9716,1412,546,804,1899,644,879,6184,591,143,279,266,214,213,264,46,20,106,81,24,1096,369,1,0.682,994,39.6,74291,50
24,1301,618,942,1413,697,926,5897,943,347,569,1235,445,561,4100,383,84,194,161,165,127,135,23,22,70,44,13,769,228,1,0.743,756,39.6,78433,50
25,753,311,486,708,352,518,3128,542,181,330,636,250,354,2293,228,34,73,76,73,89,93,10,8,28,20,8,402,121,1,0.725,526,39.6,80792,50
1,8766,4236,6811,10309,4709,6555,41386,0,1,0,0,0,0,1,2582,565,1258,1286,979,822,1006,167,125,521,289,90,0,0,0,0,0,0,0,51
2,8779,4218,6747,10306,4677,6592,41319,3,0,0,0,0,0,3,2562,560,1193,1303,1008,872,1037,167,132,495,291,90,1,1,1,0,1,1.4,4,51
3,8810,4205,6744,10243,4642,6563,41207,3,0,0,0,0,0,3,2578,536,1207,1205,911,912,1075,169,121,507,263,91,1,0,1,0,1,1.4,6,51
4,8808,4163,6968,10421,4657,6512,41529,1,0,0,1,0,0,2,2671,528,1285,1252,1008,840,1071,154,148,501,298,75,1,0,1,0,1,1.4,7,51
5,8719,4231,6842,10451,4661,6619,41523,0,1,0,2,0,2,5,2651,542,1219,1218,983,837,1098,149,123,503,309,83,0,0,1,0,2,2,12,51
6,8643,4277,6913,10635,4694,6624,41786,8,1,1,5,0,4,19,2553,537,1240,1247,971,894,1025,170,116,472,299,71,2,1,1,0,10,3.2,29,51
7,8767,4291,7046,10733,4708,6834,42379,9,0,1,7,3,7,27,2627,535,1249,1298,957,870,1059,156,130,525,311,82,7,2,1,0.001,7,9.1,55,51
8,8761,4435,7114,10778,4875,6699,42662,6,3,3,10,4,2,28,2598,582,1227,1331,997,873,1010,166,121,538,281,89,3,1,1,0,12,9.1,80,51
9,8930,4481,7260,10708,4795,6758,42932,8,1,7,14,3,4,37,2692,572,1305,1218,1000,932,1065,170,134,486,300,105,8,5,1,0.002,16,9.1,120,51
10,9056,4467,7124,10826,4749,6912,43134,26,2,11,16,11,6,72,2711,608,1251,1285,998,876,1067,191,132,502,311,73,10,4,1,0.002,23,9.1,194,51
11,9090,4428,7211,10832,4900,6818,43279,33,4,8,37,9,13,104,2765,566,1292,1321,1026,864,1094,152,137,532,305,83,21,8,1,0.003,32,22,277,51
12,9080,4382,7099,10886,4891,6871,43209,40,12,19,57,18,18,164,2683,562,1238,1343,1013,885,1055,174,144,577,314,71,32,8,1,0.003,43,22.7,423,51
13,9137,4429,7274,10942,4896,6961,43639,74,13,28,80,19,22,236,2745,577,1294,1405,1098,891,1118,159,139,553,340,114,41,15,1,0.006,65,39.3,667,51
14,9110,4448,7157,10711,4957,6792,43175,117,27,34,133,43,57,411,2787,557,1277,1262,1059,902,1161,168,129,513,309,85,63,27,1,0.011,116,43.3,1074,51
15,9055,4463,7046,10782,4791,6841,42978,194,40,64,180,70,69,617,2719,562,1311,1328,1047,896,1106,178,149,521,306,89,125,37,1,0.016,157,44.6,1641,51
16,9045,4337,6968,10698,4831,6713,42592,264,37,71,263,82,105,822,2743,560,1274,1288,1011,876,1142,172,104,505,322,88,171,51,1,0.022,200,44.7,2443,51
17,8944,4324,7115,10713,4750,6800,42646,341,71,136,377,110,153,1188,2736,553,1251,1271,997,891,1135,161,114,507,305,95,216,75,1,0.032,272,44.7,3545,51
18,8777,4407,7084,10705,4760,6821,42554,485,121,172,513,163,215,1669,2646,539,1292,1277,957,890,1068,172,140,522,273,103,316,92,1,0.04,386,50.8,5137,51
19,8763,4322,6877,10629,4702,6881,42174,816,175,237,735,197,284,2444,2594,590,1226,1232,959,890,994,172,128,508,337,95,487,154,1,0.069,553,50.8,7414,51
20,8624,4190,6844,10333,4843,6516,41350,1143,190,300,908,316,357,3214,2608,553,1250,1225,1031,829,1024,181,122,496,309,71,624,181,1,0.082,658,50.8,10292,51
21,8296,4183,6622,10205,4519,6631,40456,1466,286,401,1316,393,499,4361,2463,578,1186,1243,954,898,980,161,99,503,315,101,841,290,1,0.134,815,52.3,14321,51
22,7941,3926,6364,9621,4594,6203,38649,1781,404,547,1709,533,703,5677,2401,490,1158,1159,939,816,982,154,112,461,277,85,1111,351,1,0.169,924,53.2,19582,51
23,7399,3776,6083,9118,4149,5786,36311,2095,566,676,2141,734,814,7026,2135,493,1080,1089,911,768,842,152,107,428,276,67,1326,443,1,0.237,1076,55.2,26094,51
24,6895,3522,5544,8331,3798,5204,33294,2480,652,845,2469,843,1075,8364,2109,451,999,1024,762,687,886,123,98,426,224,58,1589,503,1,0.277,1174,55.2,33831,51
25,6159,3127,4880,7308,3314,4691,29479,2628,743,932,2542,932,1082,8859,1864,423,860,913,669,607,768,139,86,378,209,39,1733,590,1,0.364,1230,55.3,42033,51
1,8747,4167,6875,10290,4683,6581,41343,0,0,1,0,0,0,1,2640,529,1288,1210,941,868,1089,138,137,489,284,81,1,1,1,0,0,0,0,52
2,8673,4268,6896,10389,4652,6552,41430,0,0,0,0,0,0,0,2717,571,1201,1257,935,862,1117,164,118,515,277,74,0,0,1,0,0,3.2,0,52
3,8575,4335,6962,10467,4633,6638,41610,0,0,0,0,0,0,0,2563,599,1266,1265,938,851,1067,190,146,501,273,77,0,0,1,0,0,3.2,0,52
4,8687,4330,6930,10552,4715,6710,41924,0,0,0,0,0,0,0,2641,564,1310,1297,949,810,1071,191,111,512,305,82,0,0,1,0,0,3.2,0,52
5,8735,4257,6963,10523,4864,6727,42069,0,0,0,0,0,0,0,2627,566,1275,1297,1039,868,1054,166,136,512,316,90,0,0,1,0,0,3.2,0,52
6,8726,4286,6973,10530,4763,6642,41920,0,0,0,0,0,0,0,2657,543,1226,1268,1032,778,1112,173,118,509,301,71,0,0,1,0,0,3.2,0,52
7,8813,4339,6896,10613,4831,6621,42113,0,0,0,0,0,0,0,2662,579,1208,1316,1033,865,1089,170,148,542,305,92,0,0,1,0,0,3.2,0,52
8,8841,4314,7115,10665,4722,6712,42369,0,0,0,0,0,0,0,2645,562,1334,1270,958,856,1050,163,116,507,291,87,0,0,1,0,0,3.2,0,52
9,8905,4394,7047,10754,4767,6725,42592,0,0,0,0,0,0,0,2710,541,1265,1259,995,864,1085,155,138,472,263,84,0,0,1,0,0,3.2,0,52
10,8997,4392,7120,10860,4757,6811,42937,0,0,0,0,0,0,0,2607,598,1235,1276,1018,923,1063,180,127,523,311,80,0,0,1,0,0,3.2,0,52
11,9102,4523,7251,10905,4835,6873,43489,0,0,0,0,0,0,0,2734,570,1330,1324,1042,936,1045,169,142,530,323,87,0,0,1,0,0,3.2,0,52
12,9244,4516,7231,10937,4797,6851,43576,0,0,0,0,0,0,0,2771,605,1283,1376,1019,826,1111,173,131,569,288,86,0,0,1,0,0,3.2,0,52
13,9219,4464,7147,10893,4929,6886,43538,0,0,0,0,0,0,0,2725,580,1266,1291,1009,892,1076,156,134,524,290,86,0,0,1,0,0,3.2,0,52
14,9258,4436,7317,11085,4881,7051,44028,0,0,0,0,0,0,0,2803,553,1319,1272,1056,921,1104,162,127,536,301,102,0,0,1,0,0,3.2,0,52
15,9211,4508,7183,11033,5009,7009,43953,0,0,0,0,0,0,0,2716,555,1290,1303,1034,950,1061,184,132,524,319,81,0,0,1,0,0,3.2,0,52
16,9258,4419,7454,11189,4974,7023,44317,0,0,0,0,0,0,0,2734,544,1317,1303,1012,904,1115,145,142,547,308,85,0,0,1,0,0,3.2,0,52
17,9252,4627,7410,11298,5013,7186,44786,0,0,0,0,0,0,0,2886,621,1335,1343,1001,949,1151,198,144,547,310,100,0,0,1,0,0,3.2,0,52
18,9216,4551,7252,11352,5101,7241,44713,0,0,0,0,0,0,0,2714,591,1308,1341,1086,955,1081,174,140,523,340,96,0,0,1,0,0,3.2,0,52
19,9279,4490,7503,11431,5136,7310,45149,0,0,0,0,0,0,0,2748,585,1354,1416,1133,961,1131,192,124,561,355,86,0,0,1,0,0,3.2,0,52
20,9331,4632,7428,11521,5222,7315,45449,0,0,0,0,0,0,0,2804,610,1379,1345,1041,1001,1118,178,128,512,306,90,0,0,1,0,0,3.2,0,52
21,9374,4559,7527,11616,5171,7316,45563,0,0,0,0,0,0,0,2808,580,1308,1369,1095,960,1084,173,135,561,339,95,0,0,1,0,0,3.2,0,52
22,9365,4672,7564,11549,5231,7381,45762,0,0,0,0,0,0,0,2903,589,1306,1389,1062,916,1157,185,130,573,309,104,0,0,1,0,0,3.2,0,52
23,9397,4737,7612,11674,5277,7302,45999,0,0,0,0,0,0,0,2816,616,1383,1412,1129,924,1115,188,132,550,363,90,0,0,1,0,0,3.2,0,52
24,9517,4700,7651,11636,5233,7522,46259,0,0,0,0,0,0,0,2899,648,1408,1422,1124,953,1157,201,132,577,348,112,0,0,1,0,0,3.2,0,52
25,9576,4752,7738,11751,5335,7418,46570,0,0,0,0,0,0,0,2857,686,1295,1420,1083,948,1148,197,125,548,317,112,0,0,1,0,0,3.2,0,52
1,8723,4217,6755,10372,4637,6642,41346,0,1,0,0,0,0,1,2639,550,1176,1238,965,847,1021,154,101,524,293,80,0,0,0,0,1,0,0,53
2,8740,4180,6835,10347,4730,6671,41503,0,0,0,0,0,0,0,2661,554,1239,1228,993,903,1063,176,107,472,289,106,0,0,0,0,0,5.4,0,53
3,8685,4240,6841,10342,4722,6634,41464,0,0,0,0,0,0,0,2650,535,1213,1244,1014,875,1096,190,104,482,274,92,0,0,0,0,0,5.4,0,53
4,8679,4245,6922,10429,4678,6525,41478,0,0,0,0,0,0,0,2610,602,1267,1178,996,798,1054,161,142,439,323,78,0,0,0,0,0,5.4,0,53
5,8670,4227,6837,10476,4684,6764,41658,0,0,0,0,0,0,0,2640,576,1305,1195,969,864,1033,174,138,470,289,81,0,0,0,0,0,5.4,0,53
6,8650,4182,7084,10558,4795,6690,41959,0,0,0,0,0,0,0,2568,526,1289,1280,1047,872,1022,147,127,534,295,86,0,0,0,0,0,5.4,0,53
7,8693,4353,6926,10616,4733,6738,42059,0,0,0,0,0,0,0,2554,560,1237,1263,979,917,1014,161,141,521,281,92,0,0,0,0,0,5.4,0,53
8,8868,4286,7067,10686,4757,6786,42450,0,0,0,0,0,0,0,2683,527,1231,1307,976,894,1081,147,128,530,311,93,0,0,0,0,0,5.4,0,53
9,8868,4388,7060,10630,4800,6775,42521,0,0,0,0,0,0,0,2657,556,1313,1281,1051,891,1079,178,115,517,319,79,0,0,0,0,0,5.4,0,53
10,8936,4347,7040,10720,4835,6788,42666,0,0,0,0,0,0,0,2678,625,1269,1303,1005,852,1079,192,151,517,283,84,0,0,0,0,0,5.4,0,53
11,8862,4382,7107,10805,4824,6770,42750,0,0,0,0,0,0,0,2637,573,1284,1325,1041,865,1087,168,129,550,310,93,0,0,0,0,0,5.4,0,53
12,8928,4385,7122,10828,4868,6832,42963,0,0,0,0,0,0,0,2715,555,1300,1257,1034,874,1060,169,135,513,318,87,0,0,0,0,0,5.4,0,53
13,9008,4419,7193,10960,4843,6756,43179,0,0,0,0,0,0,0,2737,547,1276,1289,986,870,1085,151,111,522,289,82,0,0,0,0,0,5.4,0,53
14,9091,4508,7279,10932,4785,6874,43469,0,0,0,0,0,0,0,2764,568,1376,1296,1004,841,1100,165,128,489,291,93,0,0,0,0,0,5.4,0,53
15,9176,4466,7280,10908,4881,6949,43660,0,0,0,0,0,0,0,2849,576,1306,1297,1057,893,1142,186,146,537,306,94,0,0,0,0,0,5.4,0,53
16,9190,4509,7398,11040,4956,6934,44027,0,0,0,0,0,0,0,2788,568,1355,1330,1048,906,1103,171,146,531,310,81,0,0,0,0,0,5.4,0,53
17,9220,4561,7321,11201,4934,6943,44180,0,0,0,0,0,0,0,2756,575,1337,1326,1111,895,1083,162,132,556,307,96,0,0,0,0,0,5.4,0,53
18,9329,4587,7359,11203,4928,7036,44442,0,0,0,0,0,0,0,2753,610,1336,1409,1006,908,1132,187,137,544,302,100,0,0,0,0,0,5.4,0,53
19,9419,4537,7368,11207,4971,7138,44640,0,0,0,0,0,0,0,2764,566,1288,1343,1059,917,1107,167,123,525,342,90,0,0,0,0,0,5.4,0,53
20,9518,4531,7374,11315,5094,7115,44947,0,0,0,0,0,0,0,2842,622,1366,1359,1130,930,1137,187,154,516,318,101,0,0,0,0,0,5.4,0,53
21,9468,4568,7408,11301,5036,7154,44935,0,0,0,0,0,0,0,2801,561,1281,1352,1091,891,1167,169,122,545,316,78,0,0,0,0,0,5.4,0,53
22,9562,4632,7457,11324,5137,7307,45419,0,0,0,0,0,0,0,2889,587,1308,1390,1092,956,1129,183,129,570,303,98,0,0,0,0,0,5.4,0,53
23,9542,4586,7444,11451,5211,7120,45354,0,0,0,0,0,0,0,2826,596,1373,1350,1046,895,1157,198,128,540,331,87,0,0,0,0,0,5.4,0,53
24,9470,4584,7603,11612,5115,7303,45687,0,0,0,0,0,0,0,2823,623,1377,1384,1115,890,1124,195,139,553,326,98,0,0,0,0,0,5.4,0,53
25,9454,4701,7787,11574,5228,7308,46052,0,0,0,0,0,0,0,2882,600,1404,1388,1052,967,1163,183,139,546,321,89,0,0,0,0,0,5.4,0,53
1,8723,4231,6993,10371,4757,6549,41624,0,0,0,0,0,0,0,2593,520,1281,1222,996,863,1068,166,126,497,302,90,0,0,0,0,0,0,0,54
2,8794,4267,6838,10492,4643,6676,41710,0,0,0,0,0,0,0,2605,556,1183,1275,938,898,1021,173,122,512,275,81,0,0,0,0,0,4.2,0,54
3,8823,4294,6879,10478,4739,6677,41890,0,0,0,0,0,0,0,2675,532,1225,1284,1022,825,1059,167,113,521,292,82,0,0,0,0,0,4.2,0,54
4,8891,4296,6941,10564,4772,6721,42185,0,0,0,0,0,0,0,2701,581,1239,1262,976,844,1119,183,105,505,271,84,0,0,0,0,0,4.2,0,54
5,8838,4334,7073,10758,4823,6787,42613,0,0,0,0,0,0,0,2622,570,1257,1269,1020,889,1021,176,109,494,280,92,0,0,0,0,0,4.2,0,54
6,8934,4326,6964,10825,4787,6851,42687,0,0,0,0,0,0,0,2693,555,1265,1316,1010,898,1081,150,125,504,307,79,0,0,0,0,0,4.2,0,54
7,8908,4286,7019,10764,4850,6788,42615,0,0,0,0,0,0,0,2608,579,1283,1243,1001,918,1039,185,137,505,314,89,0,0,0,0,0,4.2,0,54
8,8912,4329,7224,10921,4834,6862,43082,0,0,0,0,0,0,0,2637,570,1285,1330,1077,899,1040,169,130,493,357,89,0,0,0,0,0,4.2,0,54
9,8906,4449,7106,10739,4930,6859,42989,0,0,0,0,0,0,0,2718,573,1286,1318,1045,898,1091,162,123,504,314,91,0,0,0,0,0,4.2,0,54
10,9018,4412,7170,10912,4866,6848,43226,0,0,0,0,0,0,0,2678,550,1322,1321,971,919,1062,166,135,538,284,87,0,0,0,0,0,4.2,0,54
11,9102,4414,7189,10833,4835,6886,43259,0,0,0,0,0,0,0,2768,554,1220,1260,1008,917,1103,157,115,483,303,80,0,0,0,0,0,4.2,0,54
12,9084,4570,7189,10859,4870,6753,43325,0,0,0,0,0,0,0,2705,607,1302,1306,1005,906,1043,191,118,534,296,89,0,0,0,0,0,4.2,0,54
13,9201,4448,7217,10995,4771,7002,43634,0,0,0,0,0,0,0,2707,566,1267,1344,997,939,1111,154,127,545,303,102,0,0,0,0,0,4.2,0,54
14,9270,4483,7143,10877,4921,6935,43629,0,0,0,0,0,0,0,2738,582,1257,1302,980,921,1090,197,110,504,294,103,0,0,0,0,0,4.2,0,54
15,9255,4452,7185,11036,4849,6861,43638,0,0,0,0,0,0,0,2697,575,1296,1323,1043,853,1072,165,134,526,309,82,0,0,0,0,0,4.2,0,54
16,9298,4471,7124,11019,4902,7206,44020,0,0,0,0,0,0,0,2813,588,1284,1294,1073,928,1150,167,133,529,308,84,0,0,0,0,0,4.2,0,54
17,9241,4489,7346,11033,5058,7137,44304,0,0,0,0,0,0,0,2758,576,1345,1267,990,955,1131,180,139,537,284,88,0,0,0,0,0,4.2,0,54
18,9219,4534,7439,11348,5016,7176,44732,0,0,0,0,0,0,0,2781,570,1352,1418,1033,919,1070,182,117,561,308,103,0,0,0,0,0,4.2,0,54
19,9284,4588,7329,11275,5076,7278,44830,0,0,0,0,0,0,0,2792,635,1230,1354,1029,929,1129,188,136,527,293,99,0,0,0,0,0,4.2,0,54
20,9306,4589,7483,11426,5223,7054,45081,0,0,0,0,0,0,0,2856,639,1342,1380,1097,933,1176,187,136,541,323,100,0,0,0,0,0,4.2,0,54
21,9304,4665,7507,11575,5009,7325,45385,0,0,0,0,0,0,0,2823,605,1351,1419,1063,950,1113,180,142,583,314,103,0,0,0,0,0,4.2,0,54
22,9359,4638,7552,11525,5168,7312,45554,0,0,0,0,0,0,0,2824,605,1278,1445,1055,863,1112,175,120,524,323,98,0,0,0,0,0,4.2,0,54
23,9409,4726,7757,11543,5275,7423,46133,0,0,0,0,0,0,0,2823,635,1432,1375,1176,946,1111,196,128,564,365,86,0,0,0,0,0,4.2,0,54
24,9538,4747,7758,11582,5266,7389,46280,0,0,0,0,0,0,0,2881,620,1349,1423,1108,977,1191,186,135,552,340,115,0,0,0,0,0,4.2,0,54
25,9561,4814,7683,11604,5172,7337,46171,0,0,0,0,0,0,0,2840,637,1372,1370,1076,896,1154,203,130,545,326,84,0,0,0,0,0,4.2,0,54
1,8736,4172,6761,10322,4683,6536,41210,0,1,0,0,0,0,1,2631,526,1222,1314,974,847,1025,175,147,544,293,89,1,0,0,0,0,0,0,55
2,8630,4211,6749,10305,4677,6620,41192,0,0,0,0,0,0,0,2625,567,1274,1200,997,865,1026,159,117,484,289,74,0,0,0,0,0,4.1,0,55
3,8568,4115,6921,10479,4738,6600,41421,0,0,0,0,0,0,0,2557,535,1230,1211,997,862,996,167,122,488,284,83,0,0,0,0,0,4.1,0,55
4,8532,4342,6873,10523,4656,6714,41640,0,0,0,0,0,0,0,2545,536,1238,1272,1031,869,993,152,108,497,312,78,0,0,0,0,0,4.1,0,55
5,8704,4295,6908,10360,4732,6694,41693,0,0,0,0,0,0,0,2632,588,1218,1286,988,836,1059,163,118,510,275,76,0,0,0,0,0,4.1,0,55
6,8753,4272,6901,10404,4792,6631,41753,0,0,0,0,0,0,0,2579,545,1273,1305,984,843,1053,164,112,517,309,80,0,0,0,0,0,4.1,0,55
7,8845,4261,7008,10599,4706,6626,42045,0,0,0,0,0,0,0,2698,551,1241,1295,986,871,1073,178,104,512,271,85,0,0,0,0,0,4.1,0,55
8,8784,4354,7011,10665,4661,6726,42201,0,0,0,0,0,0,0,2554,578,1282,1271,987,837,1014,163,130,513,299,72,0,0,0,0,0,4.1,0,55
9,8855,4291,7000,10671,4773,6815,42405,0,0,0,0,0,0,0,2635,602,1331,1273,981,908,1117,179,132,500,292,80,0,0,0,0,0,4.1,0,55
10,8862,4281,7089,10785,4787,6950,42754,0,0,0,0,0,0,0,2607,563,1274,1245,1050,925,1062,166,140,483,307,81,0,0,0,0,0,4.1,0,55
11,8896,4395,7140,10788,4939,6897,43055,0,0,0,0,0,0,0,2716,551,1279,1288,1040,895,1099,179,125,528,318,100,0,0,0,0,0,4.1,0,55
12,8964,4481,7185,10931,4907,6870,43338,0,0,0,0,0,0,0,2601,574,1262,1288,1021,897,1039,180,150,515,342,95,0,0,0,0,0,4.1,0,55
13,9103,4454,7262,11033,4878,6941,43671,0,0,0,0,0,0,0,2760,567,1299,1345,1004,872,1138,182,137,520,314,86,0,0,0,0,0,4.1,0,55
14,9087,4605,7372,10947,4983,6881,43875,0,0,0,0,0,0,0,2771,577,1275,1315,1071,926,1108,176,130,481,302,105,0,0,0,0,0,4.1,0,55
15,9242,4627,7399,11093,4806,6928,44095,0,0,0,0,0,0,0,2765,594,1294,1302,998,934,1118,180,144,509,296,106,0,0,0,0,0,4.1,0,55
16,9396,4647,7376,11117,4913,6965,44414,0,0,0,0,0,0,0,2824,588,1318,1287,1021,923,1140,194,138,512,301,103,0,0,0,0,0,4.1,0,55
17,9485,4613,7462,11137,4940,7168,44805,0,0,0,0,0,0,0,2861,584,1343,1318,1040,939,1173,178,142,540,319,90,0,0,0,0,0,4.1,0,55
18,9460,4618,7410,11243,5111,6967,44809,0,0,0,0,0,0,0,2896,563,1401,1301,1086,897,1147,175,132,551,312,93,0,0,0,0,0,4.1,0,55
19,9525,4611,7471,11375,4955,7115,45052,0,0,0,0,0,0,0,2835,605,1324,1326,1048,882,1137,185,149,564,321,96,0,0,0,0,0,4.1,0,55
20,9511,4654,7601,11331,5087,7179,45363,0,0,0,0,0,0,0,2872,626,1353,1382,1016,928,1175,202,130,551,298,103,0,0,0,0,0,4.1,0,55
21,9544,4747,7559,11389,5162,7217,45618,0,0,0,0,0,0,0,2932,629,1334,1329,1108,965,1183,200,130,539,321,88,0,0,0,0,0,4.1,0,55
22,9600,4652,7665,11473,5130,7256,45776,0,0,0,0,0,0,0,2838,623,1357,1394,1088,953,1065,169,128,555,326,85,0,0,0,0,0,4.1,0,55
23,9645,4799,7549,11523,5139,7229,45884,0,0,0,0,0,0,0,3033,608,1372,1350,1115,951,1227,160,143,541,324,94,0,0,0,0,0,4.1,0,55
24,9647,4610,7661,11627,5064,7399,46008,0,0,0,0,0,0,0,2902,615,1360,1416,1092,962,1134,190,173,545,320,99,0,0,0,0,0,4.1,0,55
25,9593,4749,7519,11489,5247,7340,45937,0,0,0,0,0,0,0,2862,685,1385,1444,1118,970,1164,215,136,589,332,77,0,0,0,0,0,4.1,0,55
1,8803,4238,6910,10388,4651,6612,41602,0,0,1,0,0,0,1,2587,565,1241,1258,975,872,1065,180,128,509,294,89,1,0,0,0,0,0,1,56
2,8811,4302,6811,10388,4689,6543,41544,0,0,0,0,0,0,0,2630,576,1265,1267,982,871,1010,154,140,507,292,91,0,0,0,0,0,3.2,1,56
3,8857,4119,6882,10473,4609,6585,41525,0,0,0,0,0,0,0,2605,524,1227,1220,988,880,1026,154,121,495,316,97,0,0,0,0,0,3.2,1,56
4,8823,4251,6850,10415,4654,6537,41530,0,0,0,0,0,0,0,2639,596,1266,1255,1056,875,1056,158,136,490,309,72,0,0,0,0,0,3.2,1,56
5,8794,4225,6977,10378,4575,6634,41583,0,0,0,0,0,0,0,2631,512,1283,1295,941,885,1051,149,116,515,259,72,0,0,0,0,0,3.2,1,56
6,8799,4301,6822,10384,4644,6588,41538,0,0,0,0,0,0,0,2657,598,1234,1203,974,864,1029,192,123,509,294,83,0,0,0,0,0,3.2,1,56
7,8749,4234,6903,10520,4647,6554,41607,0,0,0,0,0,0,0,2525,544,1213,1321,987,864,983,171,111,518,297,78,0,0,0,0,0,3.2,1,56
8,8810,4325,6855,10523,4622,6741,41876,0,0,0,0,0,0,0,2644,589,1248,1308,936,903,1057,174,122,534,302,89,0,0,0,0,0,3.2,1,56
9,8778,4202,6907,10553,4773,6613,41826,0,0,0,0,0,0,0,2591,537,1253,1246,1016,845,1031,167,136,502,304,74,0,0,0,0,0,3.2,1,56
10,8760,4228,6996,10602,4733,6668,41987,0,0,0,0,0,0,0,2668,574,1303,1240,1002,859,1084,188,128,518,280,108,0,0,0,0,0,3.2,1,56
11,8675,4294,6950,10648,4792,6691,42050,0,0,0,0,0,0,0,2605,556,1233,1260,996,845,1013,180,122,515,284,82,0,0,0,0,0,3.2,1,56
12,8699,4353,7122,10739,4842,6812,42567,0,0,0,0,0,0,0,2606,558,1303,1277,987,889,1052,195,122,487,295,89,0,0,0,0,0,3.2,1,56
13,8846,4419,7164,10871,4822,6918,43040,0,0,0,0,0,0,0,2709,560,1316,1314,963,869,1123,181,120,549,295,91,0,0,0,0,0,3.2,1,56
14,8855,4517,7140,10892,4900,6967,43271,0,0,0,0,0,0,0,2623,589,1267,1319,1055,923,1086,166,114,513,327,94,0,0,0,0,0,3.2,1,56
15,9080,4469,7270,10914,4923,6938,43594,0,0,0,0,0,0,0,2770,580,1323,1276,993,913,1088,192,146,533,317,85,0,0,0,0,0,3.2,1,56
16,9094,4463,7346,11124,4928,7075,44030,0,0,0,0,0,0,0,2728,613,1335,1329,1028,949,1078,170,145,505,308,87,0,0,0,0,0,3.2,1,56
17,9128,4502,7396,11089,5010,7029,44154,0,0,0,0,0,0,0,2733,589,1309,1263,1030,882,1115,167,116,497,310,95,0,0,0,0,0,3.2,1,56
18,9175,4608,7465,11272,5024,7096,44640,0,0,0,0,0,0,0,2739,602,1361,1350,1041,940,1151,180,129,529,296,87,0,0,0,0,0,3.2,1,56
19,9300,4582,7463,11396,5047,7133,44921,0,0,0,0,0,0,0,2771,616,1220,1359,1049,880,1081,188,109,571,313,80,0,0,0,0,0,3.2,1,56
20,9369,4705,7558,11434,5093,7144,45303,0,0,0,0,0,0,0,2868,626,1412,1372,1082,916,1186,190,150,521,342,91,0,0,0,0,0,3.2,1,56
21,9448,4630,7429,11545,5042,7082,45176,0,0,0,0,0,0,0,2861,591,1316,1456,1035,922,1160,189,159,527,326,92,0,0,0,0,0,3.2,1,56
22,9467,4569,7512,11514,5031,7195,45288,0,0,0,0,0,0,0,2781,570,1323,1417,1026,916,1154,184,122,572,322,104,0,0,0,0,0,3.2,1,56
23,9577,4713,7487,11568,5157,7377,45879,0,0,0,0,0,0,0,2843,592,1335,1418,1073,920,1200,177,122,556,287,99,0,0,0,0,0,3.2,1,56
24,9696,4594,7711,11624,5263,7381,46269,0,0,0,0,0,0,0,2886,559,1326,1360,1084,1024,1165,155,133,543,296,92,0,0,0,0,0,3.2,1,56
25,9699,4880,7889,11697,5158,7377,46700,0,0,0,0,0,0,0,2886,618,1449,1411,1039,941,1189,176,129,586,321,88,0,0,0,0,0,3.2,1,56
1,8751,4218,6804,10333,4646,6512,41264,0,0,3,1,0,0,4,2620,545,1253,1205,1012,840,1067,169,115,491,320,78,1,0,0,0,2,0,4,57
2,8765,4168,6731,10256,4671,6556,41147,0,1,1,1,0,0,3,2635,527,1175,1261,956,856,1094,158,117,490,270,74,0,0,0,0,2,5.7,7,57
3,8641,4217,6789,10349,4663,6633,41292,6,0,0,4,0,0,10,2578,556,1228,1193,970,851,1009,162,134,480,300,96,3,0,0,0,5,6.7,17,57
4,8729,4198,6850,10419,4678,6483,41357,5,1,0,5,1,2,14,2626,532,1231,1231,1005,855,1049,170,110,492,307,72,3,1,1,0,7,6.7,30,57
5,8737,4289,6819,10552,4631,6607,41635,12,0,1,11,0,3,27,2618,572,1201,1309,1010,882,1037,164,122,530,296,109,5,3,1,0.001,10,6.7,56,57
6,8790,4298,6923,10520,4676,6675,41882,9,3,3,15,3,7,40,2694,536,1243,1267,975,878,1084,164,124,505,299,100,8,1,1,0,12,9.4,93,57
7,8791,4347,6938,10426,4685,6676,41863,20,6,14,25,9,5,79,2637,559,1239,1257,971,844,1031,148,107,489,260,96,15,4,1,0.002,34,18.4,168,57
8,8900,4300,6834,10581,4779,6635,42029,55,12,7,44,10,13,141,2685,589,1222,1215,1008,866,1116,165,91,507,262,75,26,9,1,0.004,54,19.4,311,57
9,8835,4275,6968,10623,4722,6779,42202,106,8,21,79,16,20,250,2570,506,1286,1252,983,881,1046,159,124,496,293,97,52,17,1,0.008,83,23.4,541,57
